,drug_a_name,drug_b_name,cell_line,synergy
16970,MRK-003,OXALIPLATIN,ZR751,-22.241406100000003
17009,MRK-003,PACLITAXEL,ZR751,8.5348518713
17048,MRK-003,PD325901,ZR751,-1.7418549703
17087,MRK-003,SN-38,ZR751,9.532626137000001
17126,MRK-003,SORAFENIB,ZR751,-2.6960042051
17180,MRK-003,SUNITINIB,ZR751,-1.8824740171
17219,MRK-003,TEMOZOLOMIDE,ZR751,-68.6900356474
17258,MRK-003,TOPOTECAN,ZR751,5.3802729100999995
17312,MRK-003,VINBLASTINE,ZR751,-2.9035364712000002
17351,MRK-003,VINORELBINE,ZR751,-15.2686725212
17390,MRK-003,ZOLINZA,ZR751,-16.5758675586
17429,OXALIPLATIN,DINACICLIB,ZR751,-26.7108731133
17468,OXALIPLATIN,MK-8776,ZR751,-13.2879128729
17507,OXALIPLATIN,SORAFENIB,ZR751,-25.7940148108
17546,PACLITAXEL,ABT-888,ZR751,8.8326916829
17585,PACLITAXEL,AZD1775,ZR751,15.9144556171
17624,PACLITAXEL,BEZ-235,ZR751,24.2336626448
17663,PACLITAXEL,BORTEZOMIB,ZR751,-13.7170045064
